name,country,city,address,websiteUrl,sourceUrl,description,feesMin,feesMax,currency,feePeriod,curricula,activities,languages
Deutsche Internationale Schule Riad,SA,Riyadh,"Al-Bustan Village Compound 3010 - Al Arid Unit No: 2 - Riyadh , Saudi Arabia",http://www.disr.edu.sa/en/,https://www.edarabia.com/deutsche-internationale-schule-riad-saudi-arabia/,"Get a first impression of the modern premises of our school, which are located along with the excellent sports facilities on the grounds of Al Bustan Village. In our school, with the regular language of instruction German, our Kindergarten children start with early English. From elementary school, our students have two hours of Arabic per week. French is added as another foreign language in grade 6. The school objective is the central examinations in the grade 10. With the passing of these examinations, our high school students - provided appropriate achievements - acquire the access authorization for the senior secondary school and can easily switch to any German high school to take their ""Abitur"". There is a Christmas party, a summer party, field trips, there is a parents' council, student representatives, as at any other school in Germany , a computer room, etc. Some of it has its regional character. Santa Claus, for example, is coming on a camel with his gifts at Christmas, the summer party is taking place by the pool, field trip destinations are often in the desert. Under the Mission Statement; ""Democratic, Innovative, Sensitive, Respectful"", the German International School Riyadh looks back on more than 40 years of history and is also proceeds into the future. As one of two German schools in the Kingdom of Saudi Arabia, we offer students a smooth transition from kindergarten to tenth grade as a possibility to enter a gymnasiale Oberstufe (senior years). One of our future goals is the introduction of the GIB. A modern high-tech equipment, modern teaching methods, well-equipped science rooms, dedicated teachers and an individual support concept (inclusive learning) characterize our small but mighty school. The good social climate at DISR is a daily glimmer of light in the middle of the desert. With the entry into the Kindergarten a new phase of life begins for your child. For you as a parent, this means letting go a bit more and entrusting your child with new caregivers. The different play areas and learning areas of our Kindergarten as well as the spacious outdoor area make it possible for the children to learn with fun, to be creative, to explore the world and to develop their own personality. We want to encourage children to discover and understand the world, responding to their interests, arousing their curiosity and strengthening their talents. It is important to us that the children develop a good social behavior, so we promote helpfulness and consideration and a respectful and friendly interaction with each other and take into account the individuality of each child. The employees of the Kindergarten are aware of their role model function. We provide the children with diverse, stimulating opportunities so that they can learn and research with all their senses and playfully and creatively engage with their environment. We accompany the children a little period of time on their life path and support them. Therefore, we attach great importance to partnering with parents based on mutual tolerance, respect and appreciation. As a German Kindergarten, the celebration of important traditional festivals of our culture is an integral part of our conception and something special for every child. We have great interest and respect towards all other cultures. The ""main occupation"" of children is playing. Children learn while playing. This is a fundamental aspect of our educational work. While playing, children find their options for conflict resolution, the development of social skills and the acquisition of knowledge. The children decide for themselves, what, when and with whom they want to play. We assist the children in developing their own playing ideas as a contact and guide. We provide them with a variety of materials and thus always give them new ideas. We primarily focus on the interests and the questions and needs of the children and their daily surroundings. We take the ideas of the children and develop them together with them (so-called ""situational approach""). This active cooperation also animates our projects and topics. The conscious and learner-oriented contact with the English language in the Kindergarten is intended to arouse the interest and enjoyment of learning languages. Simple language structures, e.g. colors, numbers, animals are taught and consolidated. The teaching of elementary laguage skills is playful and without pressure to perform. The children in our kindergarten come from different countries or from a multilingual environment whose first language is not always German. Under the name ""Deutsch als Fremdsprache - DaF"", children whose German language skills are deficient receive additional support for the German language. The first days in Kindergarten - Our goal is that the children master the transition to Kindergarten as easily as possible. Therefore, the adaptation of each child is individually discussed, planned and carried out with the parents. In order for the start in our Kindergarten to be positive for your child, this time of adjustment is very important. It depends on many factors (age of child, pre-existing Kindergarten experience, only child, occupation of parents, disengagement of parents from child), and we can not say in general terms how it works and how long it takes. On the first day, parents or one parent join the child in Kindergarten and get to know the Kinergaren teachers, the premises and the group. In a first conversation, the parents receive important information about the activities in the Kindergarten and in the group. The teacher can make first observations and a first contact. A first, brief separation can already take place in the case of a positive contact by the teacher. The course of familiarization is then discussed individually with the parents from day to day. Our school offers a piece of home away from home, starting with two-year-old kindergarten children until they finish school in 10th grade. To best promote, challenge, accompany and support our students is our main interest. We are striving to establish further education after grade 10. Therefore, we aim to establish the gemischtsprachige IB Diploma programme to give our students the opportunity to obtain a university entrance qualification at our school, and we are enthusiastic about this pedagogical approach and its implementation.",13500,13500,SAR,yearly,French|German|Arabic,Sports,English|Arabic|French|German
International Schools Group Dammam,SA,Dammam,"Al-Khobar - Dammam , Saudi Arabia",http://dammam.isg.edu.sa,https://www.edarabia.com/international-schools-group-dammam-saudi-arabia/,"ISG Dammam is a flourishing, dynamic American-accredited school in the Eastern coastal city of Dammam, Saudi Arabia, offering education from Pre-Kindergarten through Grade 12. A strong academic program is complemented and enhanced by specialist subjects, while an extensive range of activities in the fields of sports, the arts and community service enrich students' experience. The school currently has a student body of over 1300 representing around 40 different countries, with the maximum class size being 25 students. ISG Dammam creates exceptional opportunities for learning in a multicultural environment, allowing students to become both academic and professional achievers and respectful and compassionate world citizens. We Inspire Innovation and Compassionate Action. ISG Dammam is a not-for-profit American curriculum school catering to the needs of the expatriate population on the east coast of Saudi Arabia. It employs teachers from countries representing the 40 nationalities that make up the 1350 strong student population, including American, Canadian, British, Pakistani, Egyptian, Indian, Lebanese, Filipino, Sudanese, Jordanian and South African. Well-qualified support staff caters to the non-academic aspects of the school program in a friendly and professional manner. Professional Development for staff is an integral part of the school's operations. The school offers Kindergarten 2 through to Grade 12. In addition to the core academic program, which includes Mathematics, Science, Social Studies, Language Arts, Arabic Culture and Physical Education, the school's curriculum also includes a Global Language program that offers Arabic and French. Other specialized programs offered at ISG Dammam include Technology, English as an Additional Language (EAL) and a robust after school activities program. ISG Dammam is accredited by the Middle States Association of Colleges and Schools. It is licensed by the Saudi Ministry of Education and is a part of the International Schools Group (ISG), an educational organization that has served the expatriate community all over Saudi Arabia for more than 55 years. The hallmark of ISG Dammam is a commitment to the development of self-motivated, lifelong learners. The school provides a safe, supportive, multicultural environment and maintains excellent standards in scholarship, character development and citizenship. The school's students emerge fully equipped to function effectively as global citizens in a constantly changing world. Learning Principles Students learn best with voice and choice. Learning is a reflective practice. Learning requires a safe, collaborative environment. Learning requires feedback for growth. Learning inspires passionate engagement. Learning from failure requires a growth mindset. Appropriate challenge engages and motivates learners. Purpose: The purpose of assessment is to improve learning. Beliefs: The student is the first and most important user of assessment data. Reflection is integral to deep learning. Assessments should be aligned with adopted standards. Feedback to students should be timely, targeted, accurate, actionable, ongoing, and embedded in the assessment process. Assessments should produce accurate data capable of informing instruction and learning. Assessments should give students opportunities to demonstrate their learning in a variety of ways. Creating and upholding structures that support teacher collaboration around assessment practices will enhance student learning.",23050,42250,SAR,yearly,American,Sports|Arts|After School Activities,English|Arabic|French
Rand International School,SA,Dammam,"King Abdulaziz Rd, Ghirnatah - Dammam , Saudi Arabia",http://www.randschools.com/international-section/,https://www.edarabia.com/rand-international-school-dammam-saudi-arabia/,"Rand school is divided into three sections: Rand international KG, Rand International Primary and Rand Alhalyia Primary. These categorization is based on language focused and grade level. The school is licensed by the Ministry of Education. Rand school was initially founded as Rand International in 2006 in the city of Qatif. In its first two years, the school had functioned as simply kindergarten in a small building. It started with 75 kids and jumped quickly to nearly 140 kids in the second year with reaching its maximum capacity. Rand Ahalyia section was added in 2011 to offer more Arabic focused curriculum that was required by very important segment of the population. The growing demand for English focused primary curriculum offered the incentive to the owner to seize an opportunity of renting a huge building in the city of Saihat formerly commercial shopping center which is approximately 5 miles away from the first school building. The mall was abandoned for a number of years due to its financial bankruptcy. A great effort and large investment were required to transform the place into a school complex. Constructions, renovations and maintenance have continued throughout the years to reshape the current school building. Today, the total number of Rand Schools approximately 1800 students, of which about 520 students are in kindergarten and 800 are in English focused curriculum and 520 are in Arabic focused curriculum. Rand schools have developed rapidly over the years in terms of educational quality and learning environment as started to attract very large number of parents from both surrounding both Qatif and Dammam districts. In the initial two years, the English focused curriculum functioned as mixed-gender school and was dominated by non-Saudis since there was restriction on Saudis to get into International primary school. In contrast, Kindergarten has been dominated from the start by Saudis since there was flexibility for Saudis to get enrolled without government restrictions. In 2012, our international primary school has become predominantly Saudis as we have obtained the official permit from the Ministry of Education to accept direct Saudi enrollment with meeting the requirements. This development has resulted in large Saudi enrollments especially in Grade One. The abolishment of grade four to grade seven for boys led to loss of large number of students, but this was being compensated by greater number with the inflow of Saudis. Saudis in Grades have been transformed over the years from a small minority into the vast majority. The rise of Rand schools over a short period of time within the region has not come from vacuum. We were aware from the start that upgrading learning environment and promoting self-learning are not easy tasks but it can not be achieved without effective utilization of resources, continuous improvement and leadership commitment. Almost all our current leadership has risen up from within the school staff based on their personal traits, cognitive skills and commitment to professionalism. The school policy has always given the priority to distinguished school teachers and staff to move up to the management level which reflected the space for upward mobility. Our endeavors have paid back by having an academic accreditation for quality in education from the AdvancED and being currently an IB candidate school (International Baccalaureate ). Both AdvanED and IB have been supporting our school to improve in all aspects with respect to leadership capacity, resources capacity, collaborative culture, integrated curriculum, intercultural understanding and life-long learning. The learning journey is endless and every year Rand School is exerting greater efforts to continuous improvement. We are reaching the moment where we are heading toward constructing a new school complex that include all levels from K to 12 for boys and girls. A commitment to improve the teaching and learning in the school community by delivering rich, high quality program of international education that shares a powerful vision and develops the intellectual, personal, emotional and social skills needed to live, learn and work in a rapidly globalizing world. We encourage curiosity and learn through inquiry in a stimulating environment. We engage our community of learners’ in realizing their potentials and growing their knowledge and skills. We understand and appreciate our own cultures and personal histories, and are open to the perspectives, values and traditions of other individuals and communities. We support the intercultural understanding and respect different views of others.",18500,22500,SAR,yearly,IB|Arabic,,English|Arabic
Samha International School,SA,Dammam,"Al Muraikbat - Four Lines, Prince Saad Bin AbdulAziz Street - Dammam , Saudi Arabia",http://www.samhaschool.com,https://www.edarabia.com/samha-international-school-dammam-saudi-arabia/,"Samha International School is an independent school offering an international curriculum for Nursery to Grade 10 students. Our mission is to educate and empower students to be compassionate and inspired people, who act for the good of all and for the sustainable development of the world. Samha is an innovative school, which is proud to welcome students from over 10 nationalities. Samha offers a strong academic programme and a wide range of extra-curricular activities, utilizing the excellent spaces in our impressive facility. Samha is located in Dammam, Saudi Arabia. Samha is one of the fastest growing international schools in Dammam, approved by the Ministry of Education. Our mission is to enable learners to achieve their full potential today, develop them in a stimulating environment of academic excellence and active social responsibility to become the global leaders of tomorrow. We aspire to be a world- class school seeking a high quality international learning through attending global conferences, and applying modern cutting - edge technology to be an inspirational model for a better world. Samha International School offers Educational programmes to students from over 10 nationalities. Such a diversified environment itself enables our students to develop international and intercultural awareness and understanding, which is one of our main educational emphases and prepares our students to become real world citizens. Samha has a strong faculty and management team, with teachers and administrators from more than 10 different countries and regions who have substantial experience in international education. The school provides continuous professional development opportunities for our faculty, both within and outside of the school, to ensure that they stay at the forefront of international education.. Samha International School offers Educational programmes to students from over 10 nationalities. Such a diversified environment itself enables our students to develop international and intercultural awareness and understanding, which is one of our main educational emphases and prepares our students to become real world citizens. Samha has a strong faculty and management team, with teachers and administrators from more than 10 different countries and regions who have substantial experience in international education. The school provides continuous professional development opportunities for our faculty, both within and outside of the school, to ensure that they stay at the forefront of international education.",4074,4074,SAR,yearly,British,,Arabic
Tabuk Primary School,SA,,"Tabuk, Saudi Arabia",http://www.tabukprimaryschool.edu.sa,https://www.edarabia.com/tabuk-primary-school-tabuk-saudi-arabia/,"Welcome to the Tabuk Primary School, where you will get a glimpse of what our inclusive, stimulating and successful school offers its pupils. It is a great privilege for our school to offer the best experience possible for all children in our care. Children learn best when they are excited by creative lessons inside and outside of the classroom and that children who are themselves involved in decisions about the school are motivated to better themselves. Our small company run school sits at the heart of TGV Compound and offers primary education to the employees of BAE Systems. We are very proud of the family feel and warm atmosphere created at our school through collaboration with parents and the wider community on the compound. Our pupils are supported and achieve high standards through a personalised learning environment where they are encouraged to develop a growth mindset through exploration, trial and error and ultimately success. We teach the British National Curriculum in a creative way. Our focus is that all children leaving TPS are rounded global citizens who are motivated to learn, determined to be the best they can be and are ready for secondary education in their respective countries. The authorisation to open Tabuk Primary School was given by the Chief Executive in October 1999. Accordingly, the first Tabuk Primary School opened in January 2000 for the children of BAE Systems employees, taking children from aged 4+ to 11 years. The school was situated on a secure site on the Najrani Compound, housed in a large converted farmhouse and surrounded by fields and orchards. On Saturday 2nd June 2001, the school moved to a new purpose-built building on the new compound of TGV 2. The new school consists of 7 classrooms, a Library, an Assembly Hall, a Music Room, a Science / D.T. Room, and an I.C.T. Room equipped with 20 computers. Each classroom also has its own computers, Interactive smart tv’s and Ipads. Tabuk Primary School is a non-selective, co-educational day school catering for the children of BAE Systems employees. Any child whose parents are employed by BAE Systems either directly or indirectly is allowed to attend the school, but the child must be five years old during its first year at school before it can attend. The academic year is defined as running from 1st September to 31st August inclusively. The school is one form entry and caters for children from Reception to Year 6. Numbers vary from year to year. Our aim is to have classes of single age groups. At all times, the class sizes are small, never going above 20. The school follows the National Curriculum of England and Wales. Children follow this Curriculum through 3 Stages. The Foundation Stage (Reception; 4 - 5 years old), Key Stage 1 (Years 1 and 2; 6 – 7 years old) and Key Stage 2 (Years 3, 4, 5 and 6; 8 – 11 years old).",,,,,British,Music,English|Arabic
Victory International Schools,SA,Dammam,"Prince Mishaal bin Abdulaziz St - Dammam , Saudi Arabia",http://victoryschools.net,https://www.edarabia.com/victory-international-schools-dammam-saudi-arabia/,"Victory international school emphasizes on fostering student achievement. Each student is fortified to have a clear and focused vision. We provide a safe and orderly environment and climate of high expectations for student success focus on high levels of student achievement that accentuates activities related to learning. We deliver the right ambience for the learning of the subject and to create a conducive environment where the learner learns the basic and essential concepts and skill of learning by simple experiments and projects. We believe in Better Education Today for a Better World Tomorrow. We have high expectations of students as well as teachers. High expectations of students have repeatedly been shown to have a positive impact on student performance. VICTORY is committed to sustaining and optimizing the pursuit of empowering the students with knowledge, skills and positive attitude and enabling every student to unearth and realize her/his full potential. Going beyond pedagogic excellence, we are committed to the holistic development of every student without any distinction of race, religion, caste, or social status so that they remain lifelong learners and broadminded citizens. Our aim is “Excellence and Service” Robust quality assurance procedures which are in place offer the students opportunities to be equipped with the skills to take ownership of their own learning and develop resilience for a future not yet known. With a commitment to creativity across the curriculum with the highest academic standards, the school aims to provide an environment where students learn well, behave well and respect others. The school promotes inclusive secular values. At victory every staff member is carefully selected and trained to adopt modern and appropriate teaching methodology. Continuous training keeps the staff abreast of changing trends in the field of education and also provides scope for individual growth. Every teacher is an important team member who knows children as individuals and gives close personal attention and support to help them to be confident and proud of what they are.",4074,4074,SAR,yearly,British,,English|Arabic
Al-Andalus International School,SA,Al Khobar,"Muhammad Al Fateh St., Al Rakah, Al Jenobia - Al Khobar , Saudi Arabia",http://www.aais.com,https://www.edarabia.com/al-andalus-international-school-al-khobar-saudi-arabia/,"Al-Andalus International School (also called Al-Andalus or AAIS) is an International Private School in the Kingdom of Saudi Arabia. It is located in Rakah, the center of education in the Eastern Province of Saudi Arabia. The AAIS has gone a long way from its humble beginnings. In its 20 years of providing good quality education, it has produced alumni who have excelled in their areas of concentration. In 2009, an alumnus graduated Summa Cum Laude from Fort Hays State University in Kansas, USA with a degree in Accountancy. In 2010, an alumna graduated Cum Laude from Ateneo de Davao University with a degree in Information Technology. In 2012, an alumnus graduated Cum Laude with a degree of Accountancy from Rutgers University, New Jersey. Lastly, in 2013, an alumna graduated Cum Laude with a degree in Communications at the University of the Philippines Cebu. Moreover, each year, 95% of our alumni earn their College degree. Other alumni have excelled in terms of their academics while earning their degrees at top universities in the Philippines. These universities include the University of the Philippines, De La Salle University (Taft), University of Santo Tomas, Ateneo de Manila University, MAPUA, and the University of Asia and the Pacific. Several of our students have also been accepted in top universities in Canada, Australia, and the United States. The AAIS prides itself as a school where children learn in a fun, loving, family environment; where each child is seen as a special gift from the Almighty and therefore treated with love and respect; where parents are considered as partners with the school in their children’s education; where teachers are selflessly dedicated in their noble task of shaping young minds; and where the school stands as an avenue where children can express themselves as individuals and, in the process, grow up to be contributing members of society. “To be a K-12 business school that develops critical thinkers, problem anticipators and solvers, innovators, responsible global citizens and future leaders who are morally upright.” “Our mission is to serve the Filipino community and the nation through developing globally competent individuals who have love and respect for self, for others, for country, and, most importantly, for God.” “We believe that a school achieves success when it forms individuals who strive to be of value to the community and to the nation and who are zealous for the common good.” “This year, you will see a dawn to our beloved AAIS, in terms of its new location, facilities, the betterment of its faculty and their teaching methodologies, and the application of the latest technologies, including this website. As we continue to reach out to the Filipino community in the Eastern Province of Saudi Arabia, we opened this technological window for everyone to know that AAIS is geared toward the betterment of their quality products our beloved students. It is our objective to continue providing Total Quality Education to all our students. Our school management will ensure the implementation of strategic management principles to attain the school’s vision, mission, objectives and goals. Now that the facilities, curricular, and extracurricular offerings have been and are continuously being enhanced, a better result is expected starting this academic year and the years to come. Keep moving on, Lions!”. The school was founded on December 1994 by Dr. Eduardo P. Malagapo, Engr. Bert Javellana and Mr. Felix Frias and was named Philippine Community School in Al-Khobar (PhilCoSa). Its inception happened when the first Philippine school in the Eastern Province of Saudi Arabia was in deep crisis. Hence, the 1994 Philippine Ambassador, Romulo Espaldon, decided to give other groups of Filipinos an opportunity to put up another school. Toward the middle of April 1995, PhiCoSa was organized. The school was established to fulfill its mission. Total Commitment for Total Quality Education. It started its academic year on June 1995 with an initial enrollment of 104 students. In the year 2003 – 2004, the school carried the name “Al-Khobar Asian International School instead of Al-Andalus International School” as directed by the sponsor. The main reason was that the Ministry of Commerce of the Kingdom will not grant a commercial registration for the school if it uses the name Al-Andalus International School since a school with the same name already existed in Riyadh. The MOE did not approve of this and did not issue the renewal of the school’s license. In order to conform to the MOE’s directive, the school went back to using the name Al-Andalus International School. In 2004, the MOE issued the permanent license from 1424 – 1425 to 1425 – 1426 or a two year period after which a ten-year period will be issued to AAIS. Furthermore, the Philippine Department of Education issued government permit no. 002, s. 2007 to AAIS on the 15th of March 2007, granting the school the authority to operate Pre-elementary, Elementary and Secondary courses.",44500,44500,SAR,yearly,,,Arabic
Bloom Schools,SA,Jeddah,"Al Amal Street - Jeddah , Saudi Arabia",http://bloom.edu.sa/,https://www.edarabia.com/bloom-schools-jeddah-saudi-arabia/,"Our goal is to bloom and flourish in a fun and loving environment, with an amazing experience approach in education through the basic subjects’ requirements within the developmental stages. Teachers understand the challenges and strength of the child, work at the child’s own capability, and then gradually bring it up to the class pace to achieve grade level expectation. Every child has the potential to achieve high expectation with proper guidance and care. Teaching is based on the ability and the understanding of each student; to develop their curiosity and interest. Developing our students’ cognitive and social skills through integrating Islamic values with the program of study. Our vision is to develop well rounded, confident, and responsible individuals who aspire to achieve their full potential. By providing a welcoming, happy, safe, and supportive learning environment in which everyone is equal, and all achievements are celebrated. Our mission is to provide a positive, vibrant, and inspiring environment where children are valued, loved, and encouraged to succeed in becoming lifelong learners. We involve students in regular exercises to give them awareness of health, hygiene and safety. Creating an attractive educational loving environment for the children while providing various mental and physical activities that will stimulate the feeling comfort. We go out of the box in pursuit of unique, fun and entertaining learning techniques to stimulate a child’s mental and social skills.",43917,43917,SAR,yearly,,,Arabic
British School Dhahran,SA,Dhahran,"Al-Khobar - Dhahran , Saudi Arabia",http://dbgs.isg.edu.sa,https://www.edarabia.com/dhahran-british-grammar-school-dhahran-saudi-arabia/,"Welcome to British School Dhahran (BSD), one of five schools that comprises the International Schools Group (ISG) in Saudi Arabia. The school accommodates pupils from Foundation 1 to Year 13 and currently has a student body of approximately 700 pupils, representing over 60 different nationalities. With an emphasis on high achievement, our academic results compare favourably with the very best national curriculum schools in the U.K. and across the world. We are proud of our students’ ability to work hard, establish culturally sensitive relationships with those around them, and to seek new skills and knowledge. The school is accredited by the British Schools Overseas (BSO), British Schools in the Middle East (BSME) and Middle States Association for Colleges and Schools (MSA). Founded in 1981, Dhahran British Grammar School follows the National Curriculum for England and delivers externally assessed (I)GCSE examinations as well as offering a full A-level programme. The school is accredited by the Council of International Schools (CIS), the British Schools Overseas (BSO), the British Schools in the Middle East (BSME) and the Middle States Association for Colleges and Schools (MSA). In 2021, Dhahran British Grammar School was renamed as the British School Dhahran (BSD) The school accommodates pupils from Foundation Stage 1 to Year 13 and currently has a population of approximately 750 pupils representing over 60 different nationalities. Pupils are taught by suitably qualified and experienced staff who themselves are largely British in origin. The school is an accredited examination centre for Cambridge Assessment International Examinations (CAIE) formerly Cambridge International Examination (CIE) and Edexcel Pearson. All school results are made public to the parents and to the broader community; they are consistently at a very high level and would match high-performing schools in the UK. Along with these external examinations, standardised testing is undertaken annually and formal and informal assessment take place in the classrooms on regular basis. Written reports are sent to parents in terms 1 and 3 and two parent/teacher conferences take place annually. The school offers an excellent after school activities programme, is an Independent Award Centre (IAC) for the Duke of Edinburgh's International Award (D of E) and regularly participates in Model United Nations (MUN) and British Schools in the Middle East (BSME) games at primary and secondary levels to provide an excellent all round educational experience for students. In addition, BSD sports team compete in the Saudi Arabian Inter-Kingdom Activities (SAIKAC) events and the Dhahran Private Schools League (DPSL) locally. With an emphasis on high achievement, our academic results compare favourably with the very best national curriculum schools in the UK and across the world. We are proud of our students’ ability to work hard, to establish sensitive relationships with those around them and to seek new skills and knowledge. At British School Dhahran we have a deserved reputation for working collaboratively, as a team and with the wider BSD community. We love to process ideas, in order to gain levels of knowledge and understanding that could not be achieved by working alone. This also compels all stakeholders in our community - parents, students and teachers - to recognise progress and to celebrate success. As part of the International Schools Group we are delighted to be involved in activities alongside our partner schools across the district. Our new system student performance goals of Learner Agency, Compassionate Action and Growth in Literacy give us a unique way forward. We encourage our students to become independent learners to prepare them for an ever changing world of the future. It is not enough for pupils to just learn information by rote - they need to know how to challenge themselves, how to get the best out of their learning, to engage in effective dialogue with teachers and their peers, to provide feedback and ways forward and to utilise appropriate resources effectively. As well as these we want our students to be happy, to care for one another, to accept differences and to promote positivity within the school community. Our teachers are learners too. Extensive programmes of professional development through organisation such as the British Schools in the Middle East and other external providers gives us an effective platform for school improvement. As an organisation our school’s commitment to professional development is first class. We welcome parents into the school at all levels. The head of seniors, Mrs. Rachel Cannon will be hosting events this year for parents from Year 7 to Year 11 to provide information and answer questions relating to the senior school. Mrs. Dufney Botha, the primary headteacher has effective plans to encourage more involvement of parents in the classrooms. A strong partnership between parents, teachers and students is essential to the development of the child. Mutual respect and recognition is fundamental to a strong school culture - one that is very apparent to anyone who visits BSD.",29975,73200,SAR,yearly,British,Sports|After School Activities,Arabic
Dhahran Elementary Middle School,SA,Dhahran,"Cordoba St, Doha Al Janubiyah - Dhahran , Saudi Arabia",http://dems.isg.edu.sa,https://www.edarabia.com/dhahran-elementary-middle-school-dhahran-saudi-arabia/,"Dhahran Elementary Middle School is an accredited, not-for-profit school offering an American curriculum to culturally diverse students from kindergarten through grade eight. With an uncompromising commitment to educational excellence and a strong partnership with parents, our dedicated staff ensures optimal student learning in a safe, positive, and nurturing environment. We inspire innovation and compassionate action. Like a magician’s trick or grandma’s secret cookie recipe, a successful journey through elementary and middle school can sometimes seem like an elusive concept. It doesn’t have to be. DEMS is proud to help students find clarity in that journey; we do this not by ignoring the growing pains, but instead by embracing them. DEMS provides a wonderfully diverse student population a safe and secure learning environment in which to explore, succeed and exceed. Students are held to a high standard of excellence, because DEMS teachers see educational struggles not as failures, but rather as opportunities for growth. The school implements standards-based curricula and assessments, and teachers believe in collaborative planning practices to guarantee the fidelity of every child’s education. DEMS teachers educate the whole child, and encourage students to take agency over their own educational path. Cultivating a sense of community ranks as a top priority, as it should be in every school, but it is especially essential in international schools. Knowing each other and about each other is the natural first step in being compassionate toward each other. Therefore, we implement Responsive Classroom, including daily meetings focused on fostering a sense of friendship and community; also used is a student mentoring program for new students transitioning in. Students will feel welcomed by DEMS staff and students alike, as they collaboratively strive toward independence. Kindergarten at Dhahran Elementary Middle School is a place where strong foundations are built for a lifetime of learning. Our Kindergarten teachers believe it is a privilege to help open young minds, and to encourage them become explorers in ways that will stand set them up to become happy, enquiring students with good oral and social skills. From the earliest grades, Dhahran Elementary Middle School students are active learners; they analyze and question, take risks and learn from failure in a supportive environment and are given opportunities to express themselves through writing, presentations, and discussions. In Elementary School, we work on building children's self-confidence and self-advocacy. As well as the core curriculum subjects, our young learners have regular sessions in physical education, art, music, arabic and visits to the school library. Experiential learning beyond the classroom through field trips keeps them engaged in learning in the wider world. The transition from Elementary to Middle School brings its own unique challenges and DEMS teachers are sensitive to this. Guided by a distinctive Middle School philosophy, we provide a carefully structured, well-balanced curricular and co-curricular program designed to support students' development. In line with recognized US educational standards, our middle school program focuses on meeting the educational and social needs of the young adolescent. Appropriate content knowledge in all subjects is carefully balanced in order to guide students through these years of significant social, physical, emotional and cognitive development. We have much to be proud of here at DEMS, offering an excellent academic program on a safe and secure campus, complemented by a comprehensive specialist and elective schedule of classes. Our student support programs and extensive after-school activities offer all students the chance to thrive in a multicultural environment where creativity is nurtured along with academic achievement and lots of physical activity. Our campus is shared by Dhahran High School and the Dhahran British Grammar School. The advantage of this arrangement is having access to excellent shared facilities that enhance our program for example, our library is one of the best in the Middle East. Added to that is the vibrancy and stimulation of being part of a thriving educational community, making our students confident and outgoing. They are accepting of others, open-minded and keen to learn every day is both challenging and rewarding for them. DEMS provides a full American Curriculum for its students. Much emphasis has been placed on moving away from the traditional model of teaching from a textbook and designing courses based from standards. The backwards model of course and unit design has brought many challenges for teachers but has shown to be more innovative in terms of moving to more student centered classrooms focused on learner agency. Coupled with this have been newly adopted standards that have been carefully implemented to maximize professional learning and support. Our continually updated curricular areas are designed with learner outcomes as our focus, and excellent text materials are used as primary sources of information. Teachers have multiple supplementary resources available to help them effectively address the outcomes, including our outstanding library. Dhahran Academy (now DEMS) was founded in 1962 as a school for US Consulate employees, and is now one of three schools located adjacent to the American Consulate. 650+ students and 50 staff members work, learn, and play together in a diverse community of over 50 nationalities. With an uncompromising commitment to excellence, the mission of our staff, parents and community is to ensure optimal student learning and success. DEMS provides a full American Curriculum for its students. Much emphasis has been placed on moving away from the traditional model of teaching from a textbook and designing courses based from standards. The backwards model of course and unit design has brought many challenges for teachers but has shown to be more innovative in terms of moving to more student centered classrooms focused on learner agency. Coupled with this have been newly adopted standards that have been carefully implemented to maximize professional learning and support.",71045,71045,SAR,yearly,American,Arts|Music|After School Activities,Arabic
Al Majd International School,SA,Dhahran,"Al Qashlah - Dhahran , Saudi Arabia",http://www.almajdinternationalschool.com,https://www.edarabia.com/al-majd-international-school-dhahran-saudi-arabia/,"Al Majd International School is a center of educational excellence serving the expatriate student community in the Eastern Province of the Kingdom of Saudi Arabia. The school is organised to give students the support needed so that they can achieve beyond the expected levels right from Kindergarten till A’ Level (Grade 12). Here, academic excellence is combined with a deep-seated love for learning. It is one of the best performing schools in the Eastern Province. Our students have consistently attained high standards in learning with Top of the World awards for Cambridge Assessment International Education (CAIE, formerly known as CIE) IGCSE O’ Level and GCE A/AS Level examinations. A vast majority of our graduates have proceeded to study in leading universities around the world and many have taken up successful professional careers. Our work is rapidly gaining a positive reputation at a local, national level. In the summer of 1997, Al Majd International School was founded as an alternative to the available educational institutions in the local area. The school has steadfastly held to its mission of encouraging “courage and commitment” in its students. By keeping tuition fees relatively low, the school has been able to attract students across the entire socio-economic spectrum. Unlike many private schools, Al Majd International School does not simply have a few, token, minority students. We are happy to have students from all around the world. This beautiful mix of colors and cultures helps all of the students to understand, respect and appreciate both the differences and similarities that exist among people. We believe that this will, in turn, make them better prepared to be citizens of the world. Al Majd International School has a formidable record of attracting a diverse, gifted student body and helping each student reach his or her potential. Its graduates have moved on to great success at many of the finest high schools and universities in the country. The school assumes that all of its students will be attending college. In fact, each graduating class of the high school has had an almost perfect college acceptance rate. The primary reason for the school’s educational success is the dedicated faculty made up of professionals who love to teach. With each year, we upgrade ourselves to meet the academic pre-requisites of our student community. At various times, the buildings were modified and extended to accommodate the growing school population. With all the changes and improvements added to Al Majd International School, the core elements that have not changed are the commitment and care of our Principal, Academic Director, Teachers, Staff and Parents of our institution.",71045,71045,SAR,yearly,British,,Arabic
